Player,Team,Match Up,Game Date,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
Gorgui Dieng,ATL,ATL @ DEN,11/12/2021,L,2,2,1,2,50.0,0,0,-,0,0,-,1,1,2,0,0,0,0,0,0
Aaron Gordon,DEN,DEN vs. ATL,11/12/2021,W,34,23,7,11,63.6,3,5,60.0,6,6,100,1,3,4,4,2,3,1,2,18
Bogdan Bogdanovic,ATL,ATL @ DEN,11/12/2021,L,30,10,5,13,38.5,0,5,0.0,0,0,-,1,1,2,3,1,0,1,2,-12
Nikola Jokic,DEN,DEN vs. ATL,11/12/2021,W,35,22,10,22,45.5,1,8,12.5,1,4,25.0,5,14,19,10,1,0,2,5,19
Trae Young,ATL,ATL @ DEN,11/12/2021,L,32,30,9,16,56.3,3,5,60.0,9,10,90.0,1,4,5,9,1,0,5,4,-8
De'Andre Hunter,ATL,ATL @ DEN,11/12/2021,L,21,2,1,6,16.7,0,2,0.0,0,0,-,0,2,2,0,0,0,0,4,-17
Monte Morris,DEN,DEN vs. ATL,11/12/2021,W,31,8,4,13,30.8,0,2,0.0,0,0,-,1,4,5,4,0,0,1,0,3
Austin Rivers,DEN,DEN vs. ATL,11/12/2021,W,17,0,0,3,0.0,0,2,0.0,0,0,-,0,1,1,0,0,0,1,1,-7
Will Barton,DEN,DEN vs. ATL,11/12/2021,W,35,5,2,11,18.2,0,5,0.0,1,1,100,0,5,5,1,0,0,0,1,2
JaMychal Green,DEN,DEN vs. ATL,11/12/2021,W,13,4,2,6,33.3,0,2,0.0,0,2,0.0,1,2,3,1,1,1,1,5,-10
Jordan McLaughlin,MIN,MIN @ LAL,11/12/2021,W,6,0,0,1,0.0,0,0,-,0,0,-,0,1,1,3,0,0,0,0,-4
Jarred Vanderbilt,MIN,MIN @ LAL,11/12/2021,W,18,4,2,4,50.0,0,0,-,0,0,-,1,5,6,2,3,1,0,2,31
Taurean Prince,MIN,MIN @ LAL,11/12/2021,W,6,0,0,0,-,0,0,-,0,0,-,0,1,1,1,0,0,0,0,-4
Anthony Davis,LAL,LAL vs. MIN,11/12/2021,L,31,22,7,13,53.8,0,1,0.0,8,10,80.0,2,6,8,2,3,3,2,4,-16
Avery Bradley,LAL,LAL vs. MIN,11/12/2021,L,27,5,2,6,33.3,1,3,33.3,0,0,-,0,2,2,1,0,0,0,0,-15
Tony Snell,POR,POR @ HOU,11/12/2021,W,11,3,1,2,50.0,1,2,50.0,0,0,-,1,1,2,1,0,0,0,5,13
CJ McCollum,POR,POR @ HOU,11/12/2021,W,39,17,7,21,33.3,1,4,25.0,2,2,100,1,7,8,5,2,0,0,3,4
Mitchell Robinson,NYK,NYK @ CHA,11/12/2021,L,23,11,4,5,80.0,0,0,-,3,4,75.0,3,3,6,0,0,1,1,2,-9
RJ Barrett,NYK,NYK @ CHA,11/12/2021,L,26,2,1,9,11.1,0,2,0.0,0,0,-,0,4,4,0,0,1,1,2,-17
Gary Payton II,GSW,GSW vs. CHI,11/12/2021,W,21,8,3,6,50.0,0,3,0.0,2,2,100,2,3,5,0,3,0,0,3,16
Derrick Jones Jr.,CHI,CHI @ GSW,11/12/2021,L,21,9,3,3,100,1,1,100,2,2,100,2,4,6,1,1,0,1,1,-8
Lonzo Ball,CHI,CHI @ GSW,11/12/2021,L,37,5,2,11,18.2,1,7,14.3,0,0,-,0,3,3,3,4,1,2,0,-18
Nick Richards,CHA,CHA vs. NYK,11/12/2021,W,11,5,2,3,66.7,0,0,-,1,2,50.0,3,1,4,0,0,0,1,2,-8
Tyler Cook,CHI,CHI @ GSW,11/12/2021,L,12,6,2,3,66.7,0,0,-,2,2,100,0,2,2,2,0,0,1,1,-2
Jonathan Kuminga,GSW,GSW vs. CHI,11/12/2021,W,16,8,4,6,66.7,0,1,0.0,0,0,-,0,1,1,1,0,0,0,3,7
Malik Beasley,MIN,MIN @ LAL,11/12/2021,W,25,5,2,10,20.0,1,7,14.3,0,0,-,1,2,3,1,0,0,2,1,11
Ed Davis,CLE,CLE vs. DET,11/12/2021,W,4,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,2,1,-3
Cory Joseph,DET,DET @ CLE,11/12/2021,L,20,7,3,3,100,0,0,-,1,1,100,3,0,3,2,1,1,3,1,-17
Mason Plumlee,CHA,CHA vs. NYK,11/12/2021,W,29,6,3,6,50.0,0,0,-,0,0,-,5,6,11,1,0,1,0,3,4
Kelly Oubre Jr.,CHA,CHA vs. NYK,11/12/2021,W,27,12,4,13,30.8,4,10,40.0,0,0,-,0,2,2,0,0,0,2,2,0
Jalen McDaniels,CHA,CHA vs. NYK,11/12/2021,W,11,5,2,4,50.0,1,3,33.3,0,2,0.0,0,1,1,1,0,0,0,1,-4
LaMelo Ball,CHA,CHA vs. NYK,11/12/2021,W,37,12,4,13,30.8,0,5,0.0,4,5,80.0,1,16,17,9,5,1,4,2,18
Obi Toppin,NYK,NYK @ CHA,11/12/2021,L,15,7,3,9,33.3,0,0,-,1,2,50.0,4,4,8,1,0,1,1,1,10
Santi Aldama,MEM,MEM vs. PHX,11/12/2021,L,5,2,1,5,20.0,0,2,0.0,0,0,-,1,0,1,1,0,0,0,0,-1
Alize Johnson,CHI,CHI @ GSW,11/12/2021,L,21,9,4,8,50.0,0,1,0.0,1,2,50.0,3,4,7,0,1,0,1,0,-8
Alex Caruso,CHI,CHI @ GSW,11/12/2021,L,25,4,2,5,40.0,0,3,0.0,0,0,-,0,3,3,5,1,0,1,4,-16
Dorian Finney-Smith,DAL,DAL @ SAS,11/12/2021,W,34,15,6,10,60.0,3,5,60.0,0,0,-,2,5,7,3,3,0,0,1,11
Drew Eubanks,SAS,SAS vs. DAL,11/12/2021,L,24,12,5,7,71.4,0,0,-,2,3,66.7,2,6,8,3,0,0,0,6,-2
Devonte' Graham,NOP,NOP vs. BKN,11/12/2021,L,31,14,5,11,45.5,3,7,42.9,1,2,50.0,1,2,3,6,2,1,5,3,-14
Blake Griffin,BKN,BKN @ NOP,11/12/2021,W,26,8,3,12,25.0,0,5,0.0,2,3,66.7,2,3,5,3,1,2,0,4,9
Robert Covington,POR,POR @ HOU,11/12/2021,W,22,6,2,8,25.0,2,7,28.6,0,0,-,1,3,4,0,1,1,0,3,-3
Christian Wood,HOU,HOU vs. POR,11/12/2021,L,37,8,4,15,26.7,0,6,0.0,0,1,0.0,2,13,15,1,0,1,0,1,-9
Norman Powell,POR,POR @ HOU,11/12/2021,W,25,7,3,9,33.3,0,2,0.0,1,2,50.0,0,3,3,1,1,0,1,3,-3
Larry Nance Jr.,POR,POR @ HOU,11/12/2021,W,20,9,3,7,42.9,0,2,0.0,3,5,60.0,2,2,4,2,1,0,1,2,9
Daniel Theis,HOU,HOU vs. POR,11/12/2021,L,29,9,4,9,44.4,1,5,20.0,0,0,-,2,3,5,1,1,1,1,5,6
Kevin Porter Jr.,HOU,HOU vs. POR,11/12/2021,L,29,18,7,14,50.0,1,4,25.0,3,7,42.9,2,3,5,5,0,0,1,5,9
Jalen Green,HOU,HOU vs. POR,11/12/2021,L,31,9,3,9,33.3,1,2,50.0,2,2,100,0,6,6,2,0,0,6,1,-18
Josh Christopher,HOU,HOU vs. POR,11/12/2021,L,2,0,0,0,-,0,0,-,0,0,-,0,1,1,0,0,0,0,0,-4
Eric Gordon,HOU,HOU vs. POR,11/12/2021,L,33,11,4,12,33.3,1,7,14.3,2,4,50.0,1,2,3,1,2,3,1,3,-9
D.J. Augustin,HOU,HOU vs. POR,11/12/2021,L,5,0,0,1,0.0,0,1,0.0,0,0,-,0,0,0,0,0,0,0,0,1
Kira Lewis Jr.,NOP,NOP vs. BKN,11/12/2021,L,5,2,1,1,100,0,0,-,0,0,-,0,0,0,1,0,0,0,0,2
Herbert Jones,NOP,NOP vs. BKN,11/12/2021,L,23,11,5,8,62.5,1,3,33.3,0,0,-,0,4,4,1,2,0,3,6,0
Tacko Fall,CLE,CLE vs. DET,11/12/2021,W,4,2,1,1,100,0,0,-,0,0,-,0,1,1,0,0,0,0,0,-3
Jarrett Allen,CLE,CLE vs. DET,11/12/2021,W,29,11,5,7,71.4,0,0,-,1,1,100,1,6,7,1,0,1,3,2,5
Denzel Valentine,CLE,CLE vs. DET,11/12/2021,W,4,3,1,4,25.0,1,3,33.3,0,0,-,1,0,1,0,1,0,0,0,-3
Cedi Osman,CLE,CLE vs. DET,11/12/2021,W,23,17,7,13,53.8,1,6,16.7,2,2,100,0,2,2,1,1,0,1,2,13
Trey Lyles,DET,DET @ CLE,11/12/2021,L,15,2,1,4,25.0,0,2,0.0,0,0,-,1,1,2,0,1,0,3,3,-15
Jerami Grant,DET,DET @ CLE,11/12/2021,L,25,16,5,12,41.7,2,4,50.0,4,4,100,0,2,2,1,2,1,2,2,-11
Rodney McGruder,DET,DET @ CLE,11/12/2021,L,6,5,2,4,50.0,1,2,50.0,0,0,-,0,1,1,0,0,0,0,0,3
Aaron Nesmith,BOS,BOS vs. MIL,11/12/2021,W,6,3,1,2,50.0,1,2,50.0,0,0,-,1,1,2,0,0,0,0,0,-1
JaVale McGee,PHX,PHX @ MEM,11/12/2021,W,15,9,4,6,66.7,0,0,-,1,1,100,2,4,6,0,1,0,1,4,16
Jae Crowder,PHX,PHX @ MEM,11/12/2021,W,25,17,6,10,60.0,5,8,62.5,0,0,-,0,5,5,0,0,2,1,2,31
Steven Adams,MEM,MEM vs. PHX,11/12/2021,L,22,5,2,6,33.3,0,0,-,1,4,25.0,6,4,10,1,1,0,1,2,-26
Kyle Anderson,MEM,MEM vs. PHX,11/12/2021,L,18,4,1,4,25.0,0,1,0.0,2,2,100,1,1,2,1,2,0,1,1,-15
Cameron Payne,PHX,PHX @ MEM,11/12/2021,W,20,10,4,13,30.8,2,5,40.0,0,0,-,0,2,2,2,1,1,1,2,5
Abdel Nader,PHX,PHX @ MEM,11/12/2021,W,18,10,4,5,80.0,2,2,100,0,0,-,0,4,4,1,2,1,1,3,12
De'Anthony Melton,MEM,MEM vs. PHX,11/12/2021,L,17,3,1,5,20.0,1,3,33.3,0,0,-,0,1,1,1,0,0,4,1,-26
Jalen Smith,PHX,PHX @ MEM,11/12/2021,W,5,0,0,1,0.0,0,0,-,0,0,-,0,1,1,0,0,0,0,1,-2
Xavier Tillman,MEM,MEM vs. PHX,11/12/2021,L,8,2,1,3,33.3,0,2,0.0,0,0,-,1,3,4,1,0,0,1,0,-1
Desmond Bane,MEM,MEM vs. PHX,11/12/2021,L,24,9,4,13,30.8,1,4,25.0,0,0,-,1,7,8,1,0,2,0,2,-20
Sam Merrill,MEM,MEM vs. PHX,11/12/2021,L,8,3,1,3,33.3,1,3,33.3,0,0,-,0,2,2,1,0,0,0,1,-1
Ziaire Williams,MEM,MEM vs. PHX,11/12/2021,L,19,2,1,5,20.0,0,4,0.0,0,0,-,0,2,2,0,0,0,0,2,-13
Tre Mann,OKC,OKC vs. SAC,11/12/2021,W,19,12,5,8,62.5,1,1,100,1,2,50.0,1,1,2,1,1,0,2,4,4
Jeremiah Robinson-Earl,OKC,OKC vs. SAC,11/12/2021,W,29,2,1,9,11.1,0,1,0.0,0,0,-,4,10,14,1,2,0,0,0,5
Tyrese Haliburton,SAC,SAC @ OKC,11/12/2021,L,35,8,3,13,23.1,2,6,33.3,0,0,-,2,6,8,7,0,1,1,1,2
Terence Davis,SAC,SAC @ OKC,11/12/2021,L,9,3,1,6,16.7,1,5,20.0,0,0,-,0,1,1,0,1,0,1,0,-7
Kenrich Williams,OKC,OKC vs. SAC,11/12/2021,W,18,9,3,5,60.0,1,2,50.0,2,2,100,1,4,5,0,1,0,0,2,13
Chimezie Metu,SAC,SAC @ OKC,11/12/2021,L,24,14,4,12,33.3,3,8,37.5,3,4,75.0,1,4,5,0,0,1,1,0,7
Richaun Holmes,SAC,SAC @ OKC,11/12/2021,L,32,16,7,9,77.8,0,0,-,2,2,100,4,11,15,1,2,4,4,3,2
Mike Muscala,OKC,OKC vs. SAC,11/12/2021,W,12,7,2,4,50.0,1,3,33.3,2,2,100,0,1,1,0,0,1,0,1,7
Trey Murphy III,NOP,NOP vs. BKN,11/12/2021,L,18,8,3,8,37.5,1,4,25.0,1,1,100,4,2,6,1,1,0,0,0,18
Nickeil Alexander-Walker,NOP,NOP vs. BKN,11/12/2021,L,25,16,6,12,50.0,3,6,50.0,1,2,50.0,1,1,2,0,0,0,4,5,-2
Jaxson Hayes,NOP,NOP vs. BKN,11/12/2021,L,18,9,4,5,80.0,0,0,-,1,2,50.0,1,1,2,1,0,0,1,1,-3
Jevon Carter,BKN,BKN @ NOP,11/12/2021,W,11,6,2,5,40.0,2,4,50.0,0,0,-,0,0,0,1,0,0,0,0,-8
Josh Hart,NOP,NOP vs. BKN,11/12/2021,L,38,13,6,13,46.2,1,3,33.3,0,0,-,1,6,7,5,0,1,1,3,-19
DeAndre' Bembry,BKN,BKN @ NOP,11/12/2021,W,15,0,0,2,0.0,0,0,-,0,0,-,1,1,2,1,1,0,1,1,-4
Joe Harris,BKN,BKN @ NOP,11/12/2021,W,37,24,9,12,75.0,6,8,75.0,0,0,-,0,2,2,0,2,0,0,4,15
Tomas Satoransky,NOP,NOP vs. BKN,11/12/2021,L,16,2,1,3,33.3,0,0,-,0,0,-,0,1,1,6,1,0,0,2,4
Dean Wade,CLE,CLE vs. DET,11/12/2021,W,30,3,1,4,25.0,1,3,33.3,0,0,-,0,2,2,3,0,0,0,1,3
Killian Hayes,DET,DET @ CLE,11/12/2021,L,28,5,2,9,22.2,1,2,50.0,0,0,-,1,5,6,5,6,0,1,1,-3
P.J. Dozier,DEN,DEN vs. ATL,11/12/2021,W,23,12,5,8,62.5,2,3,66.7,0,0,-,1,1,2,1,0,1,1,3,2
Kevin Huerter,ATL,ATL @ DEN,11/12/2021,L,30,2,1,6,16.7,0,5,0.0,0,0,-,0,5,5,3,0,0,0,1,4
Cam Reddish,ATL,ATL @ DEN,11/12/2021,L,19,8,2,7,28.6,1,3,33.3,3,3,100,0,4,4,0,0,1,2,2,3
Jordan Nwora,MIL,MIL @ BOS,11/12/2021,L,20,11,4,8,50.0,3,5,60.0,0,0,-,1,2,3,3,0,0,2,0,-9
Nemanja Bjelica,GSW,GSW vs. CHI,11/12/2021,W,16,6,2,7,28.6,2,5,40.0,0,0,-,1,2,3,4,1,0,2,1,10
Draymond Green,GSW,GSW vs. CHI,11/12/2021,W,28,9,4,6,66.7,1,1,100,0,0,-,1,8,9,7,1,0,2,3,10
Dylan Windler,CLE,CLE vs. DET,11/12/2021,W,22,8,3,7,42.9,2,5,40.0,0,0,-,3,4,7,4,0,1,2,0,10
Zach LaVine,CHI,CHI @ GSW,11/12/2021,L,34,23,10,17,58.8,2,4,50.0,1,2,50.0,0,6,6,0,1,0,7,2,-19
Andrew Wiggins,GSW,GSW vs. CHI,11/12/2021,W,29,15,5,15,33.3,0,4,0.0,5,7,71.4,3,4,7,2,2,1,1,1,13
Kevon Looney,GSW,GSW vs. CHI,11/12/2021,W,20,4,1,5,20.0,0,0,-,2,2,100,3,7,10,1,0,0,0,0,14
Ricky Rubio,CLE,CLE vs. DET,11/12/2021,W,27,5,2,9,22.2,1,5,20.0,0,0,-,0,1,1,9,5,0,3,0,15
Josh Jackson,DET,DET @ CLE,11/12/2021,L,21,11,4,10,40.0,2,5,40.0,1,2,50.0,1,4,5,1,0,0,3,0,-12
Evan Mobley,CLE,CLE vs. DET,11/12/2021,W,35,16,6,10,60.0,2,2,100,2,4,50.0,1,6,7,1,2,4,3,1,29
Tony Bradley,CHI,CHI @ GSW,11/12/2021,L,14,3,1,3,33.3,0,0,-,1,2,50.0,1,4,5,1,0,0,1,1,-13
Troy Brown Jr.,CHI,CHI @ GSW,11/12/2021,L,4,5,2,2,100,1,1,100,0,0,-,0,0,0,0,0,0,1,0,-3
Grant Williams,BOS,BOS vs. MIL,11/12/2021,W,16,4,2,4,50.0,0,2,0.0,0,0,-,0,2,2,2,0,0,0,0,0
Juan Toscano-Anderson,GSW,GSW vs. CHI,11/12/2021,W,4,0,0,1,0.0,0,0,-,0,0,-,0,2,2,1,1,0,0,0,3
Jordan Poole,GSW,GSW vs. CHI,11/12/2021,W,32,14,5,12,41.7,2,9,22.2,2,2,100,0,1,1,2,3,0,4,2,8
Matt Thomas,CHI,CHI @ GSW,11/12/2021,L,4,2,1,2,50.0,0,1,0.0,0,0,-,0,0,0,0,0,1,0,0,-3
Javonte Green,CHI,CHI @ GSW,11/12/2021,L,16,3,1,5,20.0,0,3,0.0,1,2,50.0,0,4,4,0,0,0,1,3,-8
Ayo Dosunmu,CHI,CHI @ GSW,11/12/2021,L,16,6,2,6,33.3,2,3,66.7,0,0,-,0,0,0,1,0,0,2,1,-19
Romeo Langford,BOS,BOS vs. MIL,11/12/2021,W,19,2,1,4,25.0,0,1,0.0,0,0,-,1,0,1,0,0,0,0,1,2
Grayson Allen,MIL,MIL @ BOS,11/12/2021,L,35,21,6,16,37.5,5,9,55.6,4,5,80.0,1,3,4,0,1,0,1,4,10
Moses Moody,GSW,GSW vs. CHI,11/12/2021,W,6,2,1,2,50.0,0,1,0.0,0,0,-,0,1,1,0,0,0,0,1,-1
Rodney Hood,MIL,MIL @ BOS,11/12/2021,L,12,3,1,2,50.0,1,1,100,0,0,-,0,2,2,0,0,0,0,0,-1
George Hill,MIL,MIL @ BOS,11/12/2021,L,38,16,7,16,43.8,2,9,22.2,0,0,-,1,3,4,3,1,0,1,3,5
Dwight Howard,LAL,LAL vs. MIN,11/12/2021,L,23,9,3,5,60.0,1,3,33.3,2,2,100,3,7,10,0,2,1,2,2,-3
Darius Garland,CLE,CLE vs. DET,11/12/2021,W,35,21,8,14,57.1,4,9,44.4,1,1,100,0,2,2,7,2,0,2,2,29
Frank Jackson,DET,DET @ CLE,11/12/2021,L,23,12,4,8,50.0,2,5,40.0,2,3,66.7,0,2,2,2,0,1,1,2,-13
Isaiah Stewart,DET,DET @ CLE,11/12/2021,L,24,2,1,5,20.0,0,1,0.0,0,0,-,1,6,7,0,0,2,1,3,-18
Kevin Pangos,CLE,CLE vs. DET,11/12/2021,W,4,3,1,1,100,1,1,100,0,0,-,1,0,1,0,0,0,0,1,-3
Cade Cunningham,DET,DET @ CLE,11/12/2021,L,31,9,4,8,50.0,1,3,33.3,0,0,-,1,5,6,3,1,0,7,1,-9
Luka Garza,DET,DET @ CLE,11/12/2021,L,14,5,2,4,50.0,0,1,0.0,1,1,100,1,1,2,2,1,0,0,0,4
Lamar Stevens,CLE,CLE vs. DET,11/12/2021,W,1,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-1
Saddiq Bey,DET,DET @ CLE,11/12/2021,L,32,4,1,12,8.3,0,5,0.0,2,2,100,1,6,7,2,0,0,2,0,-9
Isaac Okoro,CLE,CLE vs. DET,11/12/2021,W,23,9,4,12,33.3,1,7,14.3,0,1,0.0,1,8,9,1,1,0,3,1,9
Patty Mills,BKN,BKN @ NOP,11/12/2021,W,25,0,0,4,0.0,0,3,0.0,0,0,-,0,2,2,1,0,0,2,2,1
Immanuel Quickley,NYK,NYK @ CHA,11/12/2021,L,21,9,3,8,37.5,3,7,42.9,0,0,-,1,1,2,2,1,0,1,1,3
LaMarcus Aldridge,BKN,BKN @ NOP,11/12/2021,W,22,7,2,6,33.3,0,0,-,3,4,75.0,1,5,6,1,1,1,1,1,-1
Robert Williams III,BOS,BOS vs. MIL,11/12/2021,W,41,12,5,5,100,0,0,-,2,2,100,6,4,10,3,0,3,3,1,13
Semi Ojeleye,MIL,MIL @ BOS,11/12/2021,L,31,2,1,3,33.3,0,0,-,0,0,-,4,3,7,1,0,2,0,2,-14
Jayson Tatum,BOS,BOS vs. MIL,11/12/2021,W,42,27,10,25,40.0,5,13,38.5,2,4,50.0,2,9,11,1,0,2,3,1,11
Pat Connaughton,MIL,MIL @ BOS,11/12/2021,L,35,15,6,10,60.0,3,7,42.9,0,0,-,1,4,5,1,2,1,2,4,-18
Bobby Portis,MIL,MIL @ BOS,11/12/2021,L,41,22,10,15,66.7,1,4,25.0,1,2,50.0,1,5,6,2,0,0,2,4,-13
Alec Burks,NYK,NYK @ CHA,11/12/2021,L,25,15,6,12,50.0,3,6,50.0,0,0,-,2,7,9,3,2,1,1,4,4
Taj Gibson,NYK,NYK @ CHA,11/12/2021,L,22,3,1,4,25.0,0,0,-,1,2,50.0,2,2,4,0,1,1,4,5,6
Derrick Rose,NYK,NYK @ CHA,11/12/2021,L,17,8,3,6,50.0,1,3,33.3,1,1,100,0,1,1,2,0,0,1,0,15
Jaylen Nowell,MIN,MIN @ LAL,11/12/2021,W,4,2,1,2,50.0,0,0,-,0,0,-,0,2,2,0,1,2,0,0,1
Jaden McDaniels,MIN,MIN @ LAL,11/12/2021,W,21,9,4,10,40.0,1,4,25.0,0,0,-,3,3,6,1,0,0,1,4,1
Josh Okogie,MIN,MIN @ LAL,11/12/2021,W,14,2,0,1,0.0,0,0,-,2,3,66.7,2,5,7,1,0,0,1,3,12
Nathan Knight,MIN,MIN @ LAL,11/12/2021,W,2,2,0,0,-,0,0,-,2,2,100,0,0,0,0,0,0,1,1,2
Jake Layman,MIN,MIN @ LAL,11/12/2021,W,4,0,0,1,0.0,0,0,-,0,0,-,0,0,0,0,0,0,1,0,1
Carmelo Anthony,LAL,LAL vs. MIN,11/12/2021,L,24,3,1,12,8.3,1,8,12.5,0,0,-,0,5,5,1,2,1,1,1,-20
Russell Westbrook,LAL,LAL vs. MIN,11/12/2021,L,31,20,7,11,63.6,2,4,50.0,4,6,66.7,0,5,5,3,0,0,5,1,-32
Wayne Ellington,LAL,LAL vs. MIN,11/12/2021,L,28,6,2,8,25.0,2,7,28.6,0,0,-,0,0,0,0,0,0,1,2,-15
D'Angelo Russell,MIN,MIN @ LAL,11/12/2021,W,34,22,8,19,42.1,5,9,55.6,1,2,50.0,0,5,5,7,1,0,4,2,36
Karl-Anthony Towns,MIN,MIN @ LAL,11/12/2021,W,30,29,11,17,64.7,4,8,50.0,3,3,100,2,5,7,2,2,1,0,3,19
Malik Monk,LAL,LAL vs. MIN,11/12/2021,L,29,7,3,11,27.3,1,7,14.3,0,0,-,2,0,2,2,2,1,4,0,-18
Al Horford,BOS,BOS vs. MIL,11/12/2021,W,30,9,3,10,30.0,1,6,16.7,2,2,100,2,5,7,5,1,1,3,0,-5
Jrue Holiday,MIL,MIL @ BOS,11/12/2021,L,41,17,6,25,24.0,1,12,8.3,4,4,100,1,5,6,13,3,0,3,1,-9
Dennis Schroder,BOS,BOS vs. MIL,11/12/2021,W,41,38,16,27,59.3,3,9,33.3,3,3,100,1,7,8,3,1,0,6,3,3
Marcus Smart,BOS,BOS vs. MIL,11/12/2021,W,42,19,7,13,53.8,2,5,40.0,3,3,100,2,4,6,6,3,0,0,4,13
Leandro Bolmaro,MIN,MIN @ LAL,11/12/2021,W,2,0,0,0,-,0,0,-,0,0,-,0,1,1,0,0,0,0,0,2
Anthony Edwards,MIN,MIN @ LAL,11/12/2021,W,32,9,4,11,36.4,1,5,20.0,0,0,-,0,3,3,1,1,0,5,2,5
Naz Reid,MIN,MIN @ LAL,11/12/2021,W,19,12,6,12,50.0,0,3,0.0,0,0,-,3,2,5,1,1,0,0,2,-5
Sekou Doumbouya,LAL,LAL vs. MIN,11/12/2021,L,8,4,1,4,25.0,0,1,0.0,2,2,100,1,1,2,0,1,1,1,0,7
Cody Zeller,POR,POR @ HOU,11/12/2021,W,8,9,2,2,100,0,0,-,5,6,83.3,0,0,0,0,0,0,1,2,1
Kent Bazemore,LAL,LAL vs. MIN,11/12/2021,L,16,0,0,4,0.0,0,3,0.0,0,0,-,1,1,2,0,0,1,0,2,-25
Svi Mykhailiuk,TOR,TOR @ PHI,11/11/2021,W,16,5,2,5,40.0,1,3,33.3,0,0,-,3,1,4,2,2,0,1,0,3
Scottie Barnes,TOR,TOR @ PHI,11/11/2021,W,39,13,6,13,46.2,0,0,-,1,1,100,6,3,9,4,1,2,2,2,11
Hassan Whiteside,UTA,UTA vs. IND,11/11/2021,L,16,8,4,7,57.1,0,0,-,0,4,0.0,4,3,7,0,0,1,0,1,-6
Max Strus,MIA,MIA @ LAC,11/11/2021,L,17,6,2,8,25.0,2,8,25.0,0,0,-,1,3,4,0,1,0,2,0,-5
Terance Mann,LAC,LAC vs. MIA,11/11/2021,W,18,0,0,3,0.0,0,2,0.0,0,0,-,0,1,1,2,0,0,1,1,-3
Gabe Vincent,MIA,MIA @ LAC,11/11/2021,L,23,4,2,6,33.3,0,4,0.0,0,0,-,0,0,0,6,1,0,1,3,-9
Bojan Bogdanovic,UTA,UTA vs. IND,11/11/2021,L,31,8,3,9,33.3,1,2,50.0,1,3,33.3,0,2,2,0,0,0,2,0,-13
Udoka Azubuike,UTA,UTA vs. IND,11/11/2021,L,1,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,2
Caleb Martin,MIA,MIA @ LAC,11/11/2021,L,21,7,3,7,42.9,1,2,50.0,0,0,-,2,1,3,1,2,0,1,1,4
Isaiah Hartenstein,LAC,LAC vs. MIA,11/11/2021,W,18,6,2,4,50.0,0,0,-,2,2,100,3,4,7,1,0,1,2,2,-6
Luke Kennard,LAC,LAC vs. MIA,11/11/2021,W,27,12,5,12,41.7,2,8,25.0,0,0,-,0,6,6,3,3,0,0,3,7
Andre Drummond,PHI,PHI vs. TOR,11/11/2021,L,30,4,2,8,25.0,0,0,-,0,0,-,5,7,12,3,0,4,0,1,-2
Tobias Harris,PHI,PHI vs. TOR,11/11/2021,L,37,19,7,18,38.9,1,6,16.7,4,4,100,0,7,7,7,0,1,4,3,-9
Danny Green,PHI,PHI vs. TOR,11/11/2021,L,18,6,2,4,50.0,2,4,50.0,0,0,-,0,0,0,1,2,0,1,2,0
Jeremy Lamb,IND,IND @ UTA,11/11/2021,W,10,4,1,3,33.3,0,2,0.0,2,2,100,0,2,2,1,0,1,0,0,0
Jordan Clarkson,UTA,UTA vs. IND,11/11/2021,L,24,11,3,14,21.4,2,10,20.0,3,3,100,0,2,2,3,0,0,1,2,0
Joe Ingles,UTA,UTA vs. IND,11/11/2021,L,26,7,3,6,50.0,1,4,25.0,0,0,-,0,4,4,4,0,0,2,1,-6
T.J. McConnell,IND,IND @ UTA,11/11/2021,W,30,21,10,14,71.4,1,1,100,0,0,-,5,3,8,5,1,0,1,2,8
Goga Bitadze,IND,IND @ UTA,11/11/2021,W,6,2,1,1,100,0,0,-,0,0,-,0,2,2,0,2,0,1,4,1
Miye Oni,UTA,UTA vs. IND,11/11/2021,L,1,0,0,0,-,0,0,-,0,0,-,0,1,1,1,0,0,0,0,2
Elijah Hughes,UTA,UTA vs. IND,11/11/2021,L,1,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,2
Jared Butler,UTA,UTA vs. IND,11/11/2021,L,1,2,1,1,100,0,0,-,0,0,-,0,0,0,0,0,0,0,0,2
Trent Forrest,UTA,UTA vs. IND,11/11/2021,L,3,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,2
Mike Conley,UTA,UTA vs. IND,11/11/2021,L,27,6,2,6,33.3,1,4,25.0,1,2,50.0,1,2,3,8,2,0,2,4,-2
Rudy Gobert,UTA,UTA vs. IND,11/11/2021,L,31,19,7,10,70.0,0,0,-,5,7,71.4,1,10,11,0,0,1,2,2,-7
Justin Holiday,IND,IND @ UTA,11/11/2021,W,29,6,2,7,28.6,2,7,28.6,0,0,-,0,4,4,0,1,0,0,3,-2
Seth Curry,PHI,PHI vs. TOR,11/11/2021,L,36,15,4,12,33.3,2,5,40.0,5,5,100,1,5,6,4,1,0,2,0,-1
